Country,Code,Year,Traditional_biomass,Hydro,Solar,Wind,Geo_Biomass_Other
Africa,,2014,,123.726794763832,1.8313081702882998,5.15812183421232,5.552723203785501
Africa,,2015,,119.85681994204799,3.59570987414939,8.88828628262324,7.135986510472339
Africa,,2016,,115.801249959376,4.93930956480591,11.305820672793901,7.20684010560951
Africa,,2017,,123.815624670665,6.984050652121089,12.458179095742901,7.5710128510575405
Africa,,2018,,130.387839922165,9.850222857659029,14.2877954133044,8.0595333742491
Africa,,2019,,132.734790526592,19.3779778279018,17.5080525020565,8.18424727799022
Algeria,DZA,1965,,0.4,0,0,0
Algeria,DZA,1966,,0.355,0,0,0
Algeria,DZA,1967,,0.41,0,0,0
Algeria,DZA,1968,,0.563,0,0,0
Algeria,DZA,1969,,0.361,0,0,0
Algeria,DZA,1970,,0.58,0,0,0
Algeria,DZA,1971,,0.33,0,0,0
Algeria,DZA,1972,,0.495,0,0,0
Algeria,DZA,1973,,0.752,0,0,0
Algeria,DZA,1974,,0.49700000000000005,0,0,0
Algeria,DZA,1975,,0.32799999999999996,0,0,0
Algeria,DZA,1976,,0.389,0,0,0
Algeria,DZA,1977,,0.26899999999999996,0,0,0
Algeria,DZA,1978,,0.25,0,0,0
Algeria,DZA,1979,,0.29100000000000004,0,0,0
Algeria,DZA,1980,,0.257,0,0,0
Algeria,DZA,1981,,0.366,0,0,0
Algeria,DZA,1982,,0.479,0,0,0
Algeria,DZA,1983,,0.235,0,0,0
Algeria,DZA,1984,,0.452,0,0,0
Algeria,DZA,1985,,0.6459999999999999,0,0,0
Algeria,DZA,1986,,0.25,0,0,0
Algeria,DZA,1987,,0.499,0,0,0
Algeria,DZA,1988,,0.183,0,0,0
Algeria,DZA,1989,,0.226,0,0,0
Algeria,DZA,1990,,0.135,0,0,0
Algeria,DZA,1991,,0.293,0,0,0
Algeria,DZA,1992,,0.19899999999999998,0,0,0
Algeria,DZA,1993,,0.353,0,0,0
Algeria,DZA,1994,,0.166,0,0,0
Algeria,DZA,1995,,0.193,0,0,0
Algeria,DZA,1996,,0.135,0,0,0
Algeria,DZA,1997,,0.075,0,0,0
Algeria,DZA,1998,,0.215,0,0,0
Algeria,DZA,1999,,0.203,0,0,0
Algeria,DZA,2000,,0.054000000000000006,0,0,0
Algeria,DZA,2001,,0.069,0,0,0
Algeria,DZA,2002,,0.057,0,0,0
Algeria,DZA,2003,,0.265,0,0,0
Algeria,DZA,2004,,0.251,0,0,0
Algeria,DZA,2005,,0.5553,0,0,0
Algeria,DZA,2006,,0.2176,0,0,0
Algeria,DZA,2007,,0.226,0,0,0
Algeria,DZA,2008,,0.28300000000000003,0,0,0
Algeria,DZA,2009,,0.342,0,0,0
Algeria,DZA,2010,,0.17300000000000001,0.0091,0,0
Algeria,DZA,2011,,0.37799999999999995,0.01811875,0,0
Algeria,DZA,2012,,0.389,0.0267230136986301,0,0
Algeria,DZA,2013,,0.099,0.0286,0,0
Algeria,DZA,2014,,0.193,0.06,0.001,0
Algeria,DZA,2015,,0.145,0.057999999999999996,0.019,0
Algeria,DZA,2016,,0.07200000000000001,0.245,0.0190520547945205,0
Algeria,DZA,2017,,0.055999999999999994,0.504,0.019,0
Algeria,DZA,2018,,0.11699999999999999,0.603,0.01,0
Algeria,DZA,2019,,0.1515,0.615,0.01,0
Argentina,ARG,1965,,1.225,0,0,0
Argentina,ARG,1966,,1.2409999999999999,0,0,0
Argentina,ARG,1967,,1.271,0,0,0
Argentina,ARG,1968,,1.4980000000000002,0,0,0
Argentina,ARG,1969,,1.344,0,0,0
Argentina,ARG,1970,,1.555,0,0,0.0475409912536443
Argentina,ARG,1971,,1.544,0,0,0.0498646137026239
Argentina,ARG,1972,,1.504,0,0,0.0643531519274376
Argentina,ARG,1973,,2.9939999999999998,0,0,0.0490424344023324
Argentina,ARG,1974,,5.0280000000000005,0,0,0.0500676714285714
Argentina,ARG,1975,,5.2010000000000005,0,0,0.054922641509434
Argentina,ARG,1976,,5.013,0,0,0.0502027915451895
Argentina,ARG,1977,,5.766,0,0,0.0538551078167116
Argentina,ARG,1978,,7.752000000000001,0,0,0.0541366620879121
Argentina,ARG,1979,,10.66,0,0,0.0843937633928572
Argentina,ARG,1980,,15.144,0,0,0.0862515679442509
Argentina,ARG,1981,,14.685,0,0,0.0747225
Argentina,ARG,1982,,17.593,0,0,0.09591246543778802
Argentina,ARG,1983,,18.419,0,0,0.13731478405315597
Argentina,ARG,1984,,19.88,0,0,0.0973927918118467
Argentina,ARG,1985,,20.646,0,0,0.10332161428571401
Argentina,ARG,1986,,21.009,0,0,0.107078920807453
Argentina,ARG,1987,,21.840999999999998,0,0,0.108156823308271
Argentina,ARG,1988,,15.033,0,0,0.121116047351525
Argentina,ARG,1989,,12.965,0,0,0.119376907894737
Argentina,ARG,1990,,17.875999999999998,0,0,0.10676328373015899
Argentina,ARG,1991,,16.221,0,0,0.0996004043126685
Argentina,ARG,1992,,19.7790505050505,0,0,0.101865494505495
Argentina,ARG,1993,,23.5554747474748,0,0,0.10743840277777802
Argentina,ARG,1994,,27.972787878787898,0,0,0.119290037593985
Argentina,ARG,1995,,28.4581212121212,0,0,0.11559245729813698
Argentina,ARG,1996,,25.9451818181818,0,0.009618000000000002,0.351397492063492
Argentina,ARG,1997,,33.0299595959596,0,0.014591999999999999,0.44563205
Argentina,ARG,1998,,32.421787878787896,0.000017,0.032541,0.46388120300751895
Argentina,ARG,1999,,26.5300707070707,0.000026000000000000002,0.034781,0.6504551428571429
Argentina,ARG,2000,,34.034010101010104,0.000036,0.034758,0.675014310104529
Argentina,ARG,2001,,41.9032626262626,0.000043,0.049361,0.609325850253807
Argentina,ARG,2002,,41.4670505050505,0.000047,0.073405,0.850248637873754
Argentina,ARG,2003,,39.080080808080794,0.00006500000000000001,0.077954,1.01407985835694
Argentina,ARG,2004,,35.4028787878788,0.00007,0.07244600000000001,0.900295090287307
Argentina,ARG,2005,,39.3500909090909,0.000081,0.071719665,1.07407290085825
Argentina,ARG,2006,,43.623999999999995,0.00009,0.06964,1.56741031456089
Argentina,ARG,2007,,37.741,0.00010889999999999999,0.061592999999999995,1.5757086957797801
Argentina,ARG,2008,,37.199,0.0001437,0.041951077999999996,1.69353638367225
Argentina,ARG,2009,,40.783,0.000076084,0.036831528599999996,1.72875616184549
Argentina,ARG,2010,,40.543,0.00008589,0.0253516062,2.01325481034589
Argentina,ARG,2011,,39.641,0.001614,0.02659055,2.19020582803824
Argentina,ARG,2012,,36.876,0.0081729668,0.369861999333,2.4538216104797996
Argentina,ARG,2013,,40.7,0.015074078999999999,0.453354876,2.4573500501090897
Argentina,ARG,2014,,40.864000000000004,0.015944,0.619491,2.30202525205828
Argentina,ARG,2015,,41.7709,0.014683000000000002,0.593334963,2.3782585978443103
Argentina,ARG,2016,,38.2543932713468,0.014273,0.547359,1.96340864256076
Argentina,ARG,2017,,41.542978577289404,0.016416999999999998,0.611567,2.38365450770783
Argentina,ARG,2018,,41.647865179483794,0.10812999999999999,1.412743,2.49228727065315
Argentina,ARG,2019,,37.0667870793447,0.7996979129999999,4.995966424,2.39731400226771
Asia Pacific,,1965,,156.08955459999999,0,0,1.6440000000000001
Asia Pacific,,1966,,162.31182719999998,0,0,1.643
Asia Pacific,,1967,,152.8667474,0,0,1.4240000000000002
Asia Pacific,,1968,,168.249119,0,0,1.577
Asia Pacific,,1969,,174.1638034,0,0,1.608
Asia Pacific,,1970,,180.71001040000002,0,0,1.776704
Asia Pacific,,1971,,199.28207980000002,0,0,1.7546110000000001
Asia Pacific,,1972,,205.11601299999998,0,0,1.785591
Asia Pacific,,1973,,194.011624,0,0,1.834998
Asia Pacific,,1974,,217.904609488889,0,0,2.4962691052631603
Asia Pacific,,1975,,232.44425036363603,0,0,2.6543343684210496
Asia Pacific,,1976,,233.25336989898997,0,0,2.58706457894737
Asia Pacific,,1977,,227.038314020202,0,0,2.6224434736842097
Asia Pacific,,1978,,237.04640937688,0,0,2.9174713684210496
Asia Pacific,,1979,,256.981874673625,0,0,3.71292042105263
Asia Pacific,,1980,,273.447218798653,0,0,5.17343315789474
Asia Pacific,,1981,,289.729690163187,0,0,7.07196542105263
Asia Pacific,,1982,,282.667187430307,0,0,15.9518947531579
Asia Pacific,,1983,,299.341370798708,0,0,18.067806566052603
Asia Pacific,,1984,,299.406694026024,0,0,19.742137411052603
Asia Pacific,,1985,,320.044613429226,0,0,20.7914875115789
Asia Pacific,,1986,,328.159102202165,0,0,21.689890047368397
Asia Pacific,,1987,,326.891281231324,0,0,22.009749936842102
Asia Pacific,,1988,,361.78626166362096,0,0,23.826704728421003
Asia Pacific,,1989,,388.04352986813905,0,0,26.2433390294737
Asia Pacific,,1990,,399.271542834368,0.004,0.0323232323232323,22.3340819784416
Asia Pacific,,1991,,410.524272373348,0.00945,0.122000909090909,22.838251944373997
Asia Pacific,,1992,,401.524650190697,0.0276,0.22047404040404,23.0063342450498
Asia Pacific,,1993,,440.28692061089896,0.0431,0.311836666666667,22.898513935865303
Asia Pacific,,1994,,443.29819759305,0.0534,0.583588080808081,26.3709795942326
Asia Pacific,,1995,,483.43443187618203,0.070660101010101,1.12160131313131,30.902138720045
Asia Pacific,,1996,,473.409440734879,0.0981606060606061,0.9912050664848492,31.4560239692802
Asia Pacific,,1997,,475.89466766474703,0.147015451951017,1.21395004149495,34.937827664193
Asia Pacific,,1998,,506.67429467677596,0.20291885606060603,1.48955016659596,37.5418518751725
Asia Pacific,,1999,,500.242965172028,0.286266606060606,2.0532490063939397,41.2026949659867
Asia Pacific,,2000,,521.652070630739,0.428484426231355,2.56394697970469,44.608064846170905
Asia Pacific,,2001,,570.462755885721,0.608506426324449,3.51740941797741,45.2442545189384
Asia Pacific,,2002,,578.907887429803,0.8291114251139979,4.06701324667883,47.0741344874855
Asia Pacific,,2003,,594.353407470859,1.1165706081700502,5.34087585515362,49.24454745510321
Asia Pacific,,2004,,699.1512328160491,1.46378501348719,9.18669339997316,53.0255288257152
Asia Pacific,,2005,,727.8744500242129,1.85254052752161,12.019193605714099,60.192165365918896
Asia Pacific,,2006,,801.696935047466,2.29110778005653,18.5698071338417,64.5000334471099
Asia Pacific,,2007,,852.172959146771,2.75747517258627,24.651011017376,71.1330305973023
Asia Pacific,,2008,,997.7759893075661,3.3623403444994104,36.129284979930205,79.03590767242109
Asia Pacific,,2009,,968.085957101319,4.40856319037846,54.879514823186,87.9992224059737
Asia Pacific,,2010,,1097.6868666475,6.77846987186939,81.5253556283363,98.1161011507225
Asia Pacific,,2011,,1117.78056781212,12.246195027046301,113.632013920303,104.633616333352
Asia Pacific,,2012,,1261.99265520226,17.6242733888576,147.770371079641,112.96595804160499
Asia Pacific,,2013,,1385.56835696699,32.463895794148996,188.80908059963699,124.725019622652
Asia Pacific,,2014,,1521.86822491923,63.0136939917329,214.83855020360298,140.706142761875
Asia Pacific,,2015,,1565.63574211012,95.62750982963641,243.33918162815,159.25448451110202
Asia Pacific,,2016,,1622.9595675502899,141.679573535926,312.537164536835,160.661068784841
Asia Pacific,,2017,,1671.9711194136498,219.88937186945,388.00333711769304,185.597039152595
Asia Pacific,,2018,,1710.85692038584,313.219324852448,463.71054237463204,208.60851963471902
Asia Pacific,,2019,,1783.6566278245498,393.921841313712,514.259616422061,238.022872594962
Australia,AUS,1965,,7.689756,0,0,0.29600000000000004
Australia,AUS,1966,,7.3450428,0,0,0.284
Australia,AUS,1967,,7.605787400000001,0,0,0.29
Australia,AUS,1968,,7.9505006,0,0,0.282
Australia,AUS,1969,,8.684121000000001,0,0,0.281
Australia,AUS,1970,,10.170687,0,0,0.261
Australia,AUS,1971,,11.507442800000002,0,0,0.263
Australia,AUS,1972,,11.5533144,0,0,0.28
Australia,AUS,1973,,12.2858392,0,0,0.33799999999999997
Australia,AUS,1974,,13.873920199999999,0,0,0.429
Australia,AUS,1975,,14.8878016,0,0,0.489
Australia,AUS,1976,,14.153858800000002,0,0,0.484
Australia,AUS,1977,,13.543950199999998,0,0,0.429
Australia,AUS,1978,,14.6753494,0,0,0.405
Australia,AUS,1979,,14.246055599999998,0,0,0.418
Australia,AUS,1980,,13.4665978,0,0,0.385
Australia,AUS,1981,,13.8663438,0,0,0.40399999999999997
Australia,AUS,1982,,12.770334,0,0,0.516
Australia,AUS,1983,,12.123648,0,0,0.431
Australia,AUS,1984,,13.125948800000002,0,0,0.441
Australia,AUS,1985,,13.9405106,0,0,0.456
Australia,AUS,1986,,14.0257988,0,0,0.46
Australia,AUS,1987,,13.613795999999999,0,0,0.47
Australia,AUS,1988,,14.334443599999998,0,0,0.731
Australia,AUS,1989,,14.253669,0,0,0.81
Australia,AUS,1990,,14.7595,0,0,0.7595
Australia,AUS,1991,,15.6535,0.00545,0,0.7195
Australia,AUS,1992,,15.9415,0.0121,0,0.67
Australia,AUS,1993,,16.387,0.0146,0.002,0.67
Australia,AUS,1994,,16.15,0.0174,0.0055,0.6965
Australia,AUS,1995,,15.630999999999998,0.02115,0.006999999999999999,0.8255
Australia,AUS,1996,,15.9685,0.0256,0.006999999999999999,0.9465
Australia,AUS,1997,,15.9525,0.03065,0.0075,0.997
Australia,AUS,1998,,15.798,0.0356,0.018000000000000002,1.081
Australia,AUS,1999,,16.2815,0.0406,0.043,1.1335
Australia,AUS,2000,,16.4665,0.04675,0.134,0.8895
Australia,AUS,2001,,16.1235,0.05415,0.287,0.7975
Australia,AUS,2002,,16.095,0.0583,0.53355,1.2668
Australia,AUS,2003,,16.21055,0.0632,0.70405,1.6918
Australia,AUS,2004,,15.68665,0.07295,0.795,2.81525
Australia,AUS,2005,,15.4657,0.08405,1.29905,3.8710000000000004
Australia,AUS,2006,,14.9451,0.0975,2.1621,3.9325
Australia,AUS,2007,,13.04895,0.11375,2.8521,4.275
Australia,AUS,2008,,11.81515,0.1392,3.45845,3.6961
Australia,AUS,2009,,12.64205,0.29024203008216604,4.43775,2.7868
Australia,AUS,2010,,13.745999999999999,0.977648279820896,4.985,2.44155
Australia,AUS,2011,,19.572,2.0445465700988,6.432,2.57395
Australia,AUS,2012,,17.035999999999998,2.412,7.725,3.09785
Australia,AUS,2013,,19.089000000000002,3.8474,9.259,3.33165
Australia,AUS,2014,,14.484000000000002,4.952,9.777000000000001,3.5463620000000002
Australia,AUS,2015,,14.0852819443491,6.206481167784231,11.8384685946644,3.6780619948968196
Australia,AUS,2016,,17.6307950484002,7.474810511353151,13.026391374148,3.6532269151084704
Australia,AUS,2017,,13.502154624433599,8.957432679441009,13.195227437602199,3.5306127381335495
Australia,AUS,2018,,17.3558390854922,12.2792442903382,16.411507459498697,3.55434829657993
Australia,AUS,2019,,14.2938751268244,17.9507144806974,19.524461876731998,3.57593923150865
Austria,AUT,1965,,16.083,0,0,0
Austria,AUT,1966,,17.331,0,0,0
Austria,AUT,1967,,17.698,0,0,0
Austria,AUT,1968,,18.185,0,0,0
Austria,AUT,1969,,16.718,0,0,0
Austria,AUT,1970,,21.2897,0,0,0
Austria,AUT,1971,,16.8201,0,0,0
Austria,AUT,1972,,17.2876,0,0,0
Austria,AUT,1973,,19.2092,0,0,0
Austria,AUT,1974,,22.7122,0,0,0
Austria,AUT,1975,,23.7952,0,0,0
Austria,AUT,1976,,20.5656,0,0,0
Austria,AUT,1977,,24.9208,0,0,0
Austria,AUT,1978,,24.9408,0,0,0
Austria,AUT,1979,,28.0968,0,0,0
Austria,AUT,1980,,29.1099,0,0,0
Austria,AUT,1981,,30.8473,0,0,0
Austria,AUT,1982,,30.8963,0,0,0
Austria,AUT,1983,,30.6063,0,0,0
Austria,AUT,1984,,26.849564,0,0,0
Austria,AUT,1985,,30.775146000000003,0,0,0
Austria,AUT,1986,,30.903927000000003,0,0,1.287501
Austria,AUT,1987,,35.387991,0,0,0.905816
Austria,AUT,1988,,35.304088,0,0,1.0469600000000001
Austria,AUT,1989,,35.08243,0,0,1.10445
Austria,AUT,1990,,31.509,0,0,1.142485
Austria,AUT,1991,,31.4434,0,0,1.225832
Austria,AUT,1992,,34.8484,0,0,1.3291639999998899
Austria,AUT,1993,,36.705556,0.001,0,1.361111
Austria,AUT,1994,,35.7075,0.001,0,1.2105549999999998
Austria,AUT,1995,,37.067221999999994,0.001,0.001,1.857221
Austria,AUT,1996,,34.216111,0.001,0.005,1.589444
Austria,AUT,1997,,36.105278000000006,0.002,0.02,1.711389
Austria,AUT,1998,,37.163333,0.002,0.045,1.842777
Austria,AUT,1999,,40.699120799999996,0.002,0.051,1.5969118188815201
Austria,AUT,2000,,41.83565055045,0.003,0.067,1.52827932
Austria,AUT,2001,,40.455481650330206,0.005,0.172,1.6678119999999999
Austria,AUT,2002,,40.227002809133296,0.009000000000000001,0.203,1.5204440000000001
Austria,AUT,2003,,33.214992039975,0.015,0.366,1.7119209999999998
Austria,AUT,2004,,36.762283000000004,0.018000000000000002,0.924,2.05973
Austria,AUT,2005,,37.0951383370445,0.021018375,1.3312767567448,2.43715433867822
Austria,AUT,2006,,35.6560847696384,0.022386875,1.75279298367607,3.23750255635424
Austria,AUT,2007,,37.0544528638766,0.024238375,2.03718492749374,4.06160691149705
Austria,AUT,2008,,38.3294910423621,0.03011991,2.01125740868278,4.30230414102499
Austria,AUT,2009,,40.8963033646974,0.04891428,1.95404016813174,4.277982167399919
Austria,AUT,2010,,38.3634182926812,0.08881314,2.06391373604185,4.4634300809825405
Austria,AUT,2011,,34.23908351416011,0.17406996,1.9362363601421602,4.51675200916291
Austria,AUT,2012,,43.8041046884235,0.33748305,2.46202901904667,4.60803650070558
Austria,AUT,2013,,42.0465272976832,0.625974,3.15323156246948,4.5842817087908205
Austria,AUT,2014,,41.010259367349704,0.785246,3.84576803451967,4.336296195713491
Austria,AUT,2015,,37.055528375898,0.937098,4.84034310174837,4.5035465270659
Austria,AUT,2016,,39.8447161470418,1.0960159999999999,5.234838273,4.69122703886075
Austria,AUT,2017,,38.293433,1.2689709999999998,6.571511136,4.920933436
Austria,AUT,2018,,37.638007,1.437640969,6.030429449,4.853579626
Austria,AUT,2019,,40.731842666,1.351575863,7.435472713999999,4.786632514832999
Azerbaijan,AZE,1985,,1.3125618000000001,0,0,0
Azerbaijan,AZE,1986,,0.8043308000000001,0,0,0
Azerbaijan,AZE,1987,,0.8043308000000001,0,0,0
Azerbaijan,AZE,1988,,0.6982651999999999,0,0,0
Azerbaijan,AZE,1989,,0.6982651999999999,0,0,0
Azerbaijan,AZE,1990,,1.6580000000000001,0,0,0
Azerbaijan,AZE,1991,,1.7593,0,0,0
Azerbaijan,AZE,1992,,1.7473,0,0,0
Azerbaijan,AZE,1993,,2.426,0,0,0
Azerbaijan,AZE,1994,,1.83,0,0,0
Azerbaijan,AZE,1995,,1.556,0,0,0
Azerbaijan,AZE,1996,,1.537,0,0,0
Azerbaijan,AZE,1997,,1.712,0,0,0
Azerbaijan,AZE,1998,,1.9509999999999998,0,0,0
Azerbaijan,AZE,1999,,1.506,0,0,0
Azerbaijan,AZE,2000,,1.534,0,0,0
Azerbaijan,AZE,2001,,1.301,0,0,0
Azerbaijan,AZE,2002,,2.02,0,0,0
Azerbaijan,AZE,2003,,2.47,0,0,0
Azerbaijan,AZE,2004,,2.755,0,0,0
Azerbaijan,AZE,2005,,3.0094,0,0,0
Azerbaijan,AZE,2006,,2.5180000000000002,0,0,0
Azerbaijan,AZE,2007,,2.364,0,0,0
Azerbaijan,AZE,2008,,2.2319999999999998,0,0,0
Azerbaijan,AZE,2009,,2.3084,0,0.0021,0
Azerbaijan,AZE,2010,,3.4463,0,0.0005,0
Azerbaijan,AZE,2011,,2.6758,0,0,0
Azerbaijan,AZE,2012,,1.821,0,0,0
Azerbaijan,AZE,2013,,1.4891,0.0008,0.0008,0.067
Azerbaijan,AZE,2014,,1.2997,0.0029,0.0023,0.087
Azerbaijan,AZE,2015,,1.6375,0.0046,0.0046,0.0909
Azerbaijan,AZE,2016,,1.9593,0.0353,0.0228,0.08725
Azerbaijan,AZE,2017,,1.7464,0.0372,0.0221,0.08515
Azerbaijan,AZE,2018,,1.76795,0.03926,0.0822,0.0811
Azerbaijan,AZE,2019,,1.5646,0.0438,0.13464434389140303,0.0811
Bangladesh,BGD,1965,,0,0,0,0
Bangladesh,BGD,1966,,0,0,0,0
Bangladesh,BGD,1967,,0,0,0,0
Bangladesh,BGD,1968,,0,0,0,0
Bangladesh,BGD,1969,,0,0,0,0
Bangladesh,BGD,1970,,0,0,0,0
Bangladesh,BGD,1971,,0,0,0,0
Bangladesh,BGD,1972,,0.175,0,0,0
Bangladesh,BGD,1973,,0.331,0,0,0
Bangladesh,BGD,1974,,0.243,0,0,0
Bangladesh,BGD,1975,,0.436,0,0,0
Bangladesh,BGD,1976,,0.494,0,0,0
Bangladesh,BGD,1977,,0.43700000000000006,0,0,0
Bangladesh,BGD,1978,,0.506,0,0,0
Bangladesh,BGD,1979,,0.5870000000000001,0,0,0
Bangladesh,BGD,1980,,0.583,0,0,0
Bangladesh,BGD,1981,,0.625,0,0,0
Bangladesh,BGD,1982,,0.523,0,0,0
Bangladesh,BGD,1983,,0.662,0,0,0
Bangladesh,BGD,1984,,0.897,0,0,0
Bangladesh,BGD,1985,,0.7390000000000001,0,0,0
Bangladesh,BGD,1986,,0.45,0,0,0
Bangladesh,BGD,1987,,0.517,0,0,0
Bangladesh,BGD,1988,,0.675,0,0,0
Bangladesh,BGD,1989,,0.92,0,0,0
Bangladesh,BGD,1990,,0.884,0,0,0
Bangladesh,BGD,1991,,0.838,0,0,0
Bangladesh,BGD,1992,,0.7959999999999999,0,0,0
Bangladesh,BGD,1993,,0.608,0,0,0
Bangladesh,BGD,1994,,0.847,0,0,0
Bangladesh,BGD,1995,,0.37200000000000005,0,0,0
Bangladesh,BGD,1996,,0.7390000000000001,0,0,0
Bangladesh,BGD,1997,,0.7190000000000001,0,0,0
Bangladesh,BGD,1998,,0.865,0,0,0
Bangladesh,BGD,1999,,0.833,0,0,0
Bangladesh,BGD,2000,,0.7490000000000001,0,0,0
Bangladesh,BGD,2001,,0.993,0,0,0
Bangladesh,BGD,2002,,0.7490000000000001,0.0001,0,0
Bangladesh,BGD,2003,,0.7490000000000001,0.0009,0,0
Bangladesh,BGD,2004,,0.7490000000000001,0.0019,0,0
Bangladesh,BGD,2005,,0.7490000000000001,0.0034,0,0
Bangladesh,BGD,2006,,0.7490000000000001,0.0054,0.0016,0
Bangladesh,BGD,2007,,0.7490000000000001,0.009000000000000001,0.0016,0
Bangladesh,BGD,2008,,0.95,0.0152,0.0029,0
Bangladesh,BGD,2009,,0.41700000000000004,0.0251,0.0051,0.001
Bangladesh,BGD,2010,,0.7290000000000001,0.0443,0.0051,0.002
Bangladesh,BGD,2011,,0.872,0.0584,0.0051,0.003
Bangladesh,BGD,2012,,0.777,0.0909,0.0051,0.004
Bangladesh,BGD,2013,,0.7283787279999999,0.129563,0.0050810000000000004,0.004993
Bangladesh,BGD,2014,,0.5664534379999999,0.166947,0.0050810000000000004,0.0060149999999999995
Bangladesh,BGD,2015,,0.898146455,0.198389,0.0050810000000000004,0.0070810000000000005
Bangladesh,BGD,2016,,0.884632595,0.212637,0.0050810000000000004,0.007737999999999999
Bangladesh,BGD,2017,,1.029528088,0.274312,0.0050810000000000004,0.007737999999999999
Bangladesh,BGD,2018,,0.865411112,0.297811616169918,0.0050810000000000004,0.007737999999999999
Bangladesh,BGD,2019,,0.8230911890000001,0.42063764130293707,0.0050810000000000004,0.007737999999999999
Belarus,BLR,1985,,0.02,0,0,0
Belarus,BLR,1986,,0.02,0,0,0
Belarus,BLR,1987,,0.02,0,0,0
Belarus,BLR,1988,,0.02,0,0,0
Belarus,BLR,1989,,0.02,0,0,0
Belarus,BLR,1990,,0.02,0,0,0
Belarus,BLR,1991,,0.018000000000000002,0,0,0
Belarus,BLR,1992,,0.017,0,0,0
Belarus,BLR,1993,,0.019,0,0,0
Belarus,BLR,1994,,0.019,0,0,0
Belarus,BLR,1995,,0.02,0,0,0
Belarus,BLR,1996,,0.016,0,0,0
Belarus,BLR,1997,,0.021,0,0,0
Belarus,BLR,1998,,0.027999999999999997,0,0,0
Belarus,BLR,1999,,0.019,0,0,0
Belarus,BLR,2000,,0.027000000000000003,0,0,0
Belarus,BLR,2001,,0.03,0,0,0
Belarus,BLR,2002,,0.028999999999999998,0,0,0
Belarus,BLR,2003,,0.027999999999999997,0,0,0
Belarus,BLR,2004,,0.033,0,0.0010101010101010099,0
Belarus,BLR,2005,,0.036000000000000004,0,0.001,0
Belarus,BLR,2006,,0.035,0,0.001,0.002
Belarus,BLR,2007,,0.035,0,0.001,0.013999999999999999
Belarus,BLR,2008,,0.039,0,0.001,0.033
Belarus,BLR,2009,,0.045,0,0.001,0.06
