Country,Code,Year,Solar,Wind,Hydro,Geo_Biomass_Other
Australia,AUS,2012,2.412,7.725,17.035999999999998,3.09785
Australia,AUS,2013,3.8474,9.259,19.089000000000002,3.33165
Australia,AUS,2014,4.952,9.777000000000001,14.484000000000002,3.5463620000000002
Australia,AUS,2015,6.206481167784231,11.8384685946644,14.0852819443491,3.6780619948968196
Australia,AUS,2016,7.474810511353151,13.026391374148,17.6307950484002,3.6532269151084704
Australia,AUS,2017,8.957432679441009,13.195227437602199,13.502154624433599,3.5306127381335495
Australia,AUS,2018,12.2792442903382,16.411507459498697,17.3558390854922,3.55434829657993
Australia,AUS,2019,17.9507144806974,19.524461876731998,14.2938751268244,3.57593923150865
Austria,AUT,1965,0,0,16.083,0
Austria,AUT,1966,0,0,17.331,0
Austria,AUT,1967,0,0,17.698,0
Austria,AUT,1968,0,0,18.185,0
Austria,AUT,1969,0,0,16.718,0
Austria,AUT,1970,0,0,21.2897,0
Austria,AUT,1971,0,0,16.8201,0
Austria,AUT,1972,0,0,17.2876,0
Austria,AUT,1973,0,0,19.2092,0
Austria,AUT,1974,0,0,22.7122,0
Austria,AUT,1975,0,0,23.7952,0
Austria,AUT,1976,0,0,20.5656,0
Austria,AUT,1977,0,0,24.9208,0
Austria,AUT,1978,0,0,24.9408,0
Austria,AUT,1979,0,0,28.0968,0
Austria,AUT,1980,0,0,29.1099,0
Austria,AUT,1981,0,0,30.8473,0
Austria,AUT,1982,0,0,30.8963,0
Austria,AUT,1983,0,0,30.6063,0
Austria,AUT,1984,0,0,26.849564,0
Austria,AUT,1985,0,0,30.775146000000003,0
Austria,AUT,1986,0,0,30.903927000000003,1.287501
Austria,AUT,1987,0,0,35.387991,0.905816
Austria,AUT,1988,0,0,35.304088,1.0469600000000001
Austria,AUT,1989,0,0,35.08243,1.10445
Austria,AUT,1990,0,0,31.509,1.142485
Austria,AUT,1991,0,0,31.4434,1.225832
Austria,AUT,1992,0,0,34.8484,1.3291639999998899
Austria,AUT,1993,0.001,0,36.705556,1.361111
Austria,AUT,1994,0.001,0,35.7075,1.2105549999999998
Austria,AUT,1995,0.001,0.001,37.067221999999994,1.857221
Austria,AUT,1996,0.001,0.005,34.216111,1.589444
Austria,AUT,1997,0.002,0.02,36.105278000000006,1.711389
Austria,AUT,1998,0.002,0.045,37.163333,1.842777
Austria,AUT,1999,0.002,0.051,40.699120799999996,1.5969118188815201
Austria,AUT,2000,0.003,0.067,41.83565055045,1.52827932
Austria,AUT,2001,0.005,0.172,40.455481650330206,1.6678119999999999
Austria,AUT,2002,0.009000000000000001,0.203,40.227002809133296,1.5204440000000001
Austria,AUT,2003,0.015,0.366,33.214992039975,1.7119209999999998
Austria,AUT,2004,0.018000000000000002,0.924,36.762283000000004,2.05973
Austria,AUT,2005,0.021018375,1.3312767567448,37.0951383370445,2.43715433867822
Austria,AUT,2006,0.022386875,1.75279298367607,35.6560847696384,3.23750255635424
Austria,AUT,2007,0.024238375,2.03718492749374,37.0544528638766,4.06160691149705
Austria,AUT,2008,0.03011991,2.01125740868278,38.3294910423621,4.30230414102499
Austria,AUT,2009,0.04891428,1.95404016813174,40.8963033646974,4.277982167399919
Austria,AUT,2010,0.08881314,2.06391373604185,38.3634182926812,4.4634300809825405
Austria,AUT,2011,0.17406996,1.9362363601421602,34.23908351416011,4.51675200916291
Austria,AUT,2012,0.33748305,2.46202901904667,43.8041046884235,4.60803650070558
Austria,AUT,2013,0.625974,3.15323156246948,42.0465272976832,4.5842817087908205
Austria,AUT,2014,0.785246,3.84576803451967,41.010259367349704,4.336296195713491
Austria,AUT,2015,0.937098,4.84034310174837,37.055528375898,4.5035465270659
Austria,AUT,2016,1.0960159999999999,5.234838273,39.8447161470418,4.69122703886075
Austria,AUT,2017,1.2689709999999998,6.571511136,38.293433,4.920933436
Austria,AUT,2018,1.437640969,6.030429449,37.638007,4.853579626
Austria,AUT,2019,1.351575863,7.435472713999999,40.731842666,4.786632514832999
Azerbaijan,AZE,1985,0,0,1.3125618000000001,0
Azerbaijan,AZE,1986,0,0,0.8043308000000001,0
Azerbaijan,AZE,1987,0,0,0.8043308000000001,0
Azerbaijan,AZE,1988,0,0,0.6982651999999999,0
Azerbaijan,AZE,1989,0,0,0.6982651999999999,0
Azerbaijan,AZE,1990,0,0,1.6580000000000001,0
Azerbaijan,AZE,1991,0,0,1.7593,0
Azerbaijan,AZE,1992,0,0,1.7473,0
Azerbaijan,AZE,1993,0,0,2.426,0
Azerbaijan,AZE,1994,0,0,1.83,0
Azerbaijan,AZE,1995,0,0,1.556,0
Azerbaijan,AZE,1996,0,0,1.537,0
Azerbaijan,AZE,1997,0,0,1.712,0
Azerbaijan,AZE,1998,0,0,1.9509999999999998,0
Azerbaijan,AZE,1999,0,0,1.506,0
Azerbaijan,AZE,2000,0,0,1.534,0
Azerbaijan,AZE,2001,0,0,1.301,0
Azerbaijan,AZE,2002,0,0,2.02,0
Azerbaijan,AZE,2003,0,0,2.47,0
Azerbaijan,AZE,2004,0,0,2.755,0
Azerbaijan,AZE,2005,0,0,3.0094,0
Azerbaijan,AZE,2006,0,0,2.5180000000000002,0
Azerbaijan,AZE,2007,0,0,2.364,0
Azerbaijan,AZE,2008,0,0,2.2319999999999998,0
Azerbaijan,AZE,2009,0,0.0021,2.3084,0
Azerbaijan,AZE,2010,0,0.0005,3.4463,0
Azerbaijan,AZE,2011,0,0,2.6758,0
Azerbaijan,AZE,2012,0,0,1.821,0
Azerbaijan,AZE,2013,0.0008,0.0008,1.4891,0.067
Azerbaijan,AZE,2014,0.0029,0.0023,1.2997,0.087
Azerbaijan,AZE,2015,0.0046,0.0046,1.6375,0.0909
Azerbaijan,AZE,2016,0.0353,0.0228,1.9593,0.08725
Azerbaijan,AZE,2017,0.0372,0.0221,1.7464,0.08515
Azerbaijan,AZE,2018,0.03926,0.0822,1.76795,0.0811
Azerbaijan,AZE,2019,0.0438,0.13464434389140303,1.5646,0.0811
Bangladesh,BGD,1965,0,0,0,0
Bangladesh,BGD,1966,0,0,0,0
Bangladesh,BGD,1967,0,0,0,0
Bangladesh,BGD,1968,0,0,0,0
Bangladesh,BGD,1969,0,0,0,0
Bangladesh,BGD,1970,0,0,0,0
Bangladesh,BGD,1971,0,0,0,0
Bangladesh,BGD,1972,0,0,0.175,0
Bangladesh,BGD,1973,0,0,0.331,0
Bangladesh,BGD,1974,0,0,0.243,0
Bangladesh,BGD,1975,0,0,0.436,0
Bangladesh,BGD,1976,0,0,0.494,0
Bangladesh,BGD,1977,0,0,0.43700000000000006,0
Bangladesh,BGD,1978,0,0,0.506,0
Bangladesh,BGD,1979,0,0,0.5870000000000001,0
Bangladesh,BGD,1980,0,0,0.583,0
Bangladesh,BGD,1981,0,0,0.625,0
Bangladesh,BGD,1982,0,0,0.523,0
Bangladesh,BGD,1983,0,0,0.662,0
Bangladesh,BGD,1984,0,0,0.897,0
Bangladesh,BGD,1985,0,0,0.7390000000000001,0
Bangladesh,BGD,1986,0,0,0.45,0
Bangladesh,BGD,1987,0,0,0.517,0
Bangladesh,BGD,1988,0,0,0.675,0
Bangladesh,BGD,1989,0,0,0.92,0
Bangladesh,BGD,1990,0,0,0.884,0
Bangladesh,BGD,1991,0,0,0.838,0
Bangladesh,BGD,1992,0,0,0.7959999999999999,0
Bangladesh,BGD,1993,0,0,0.608,0
Bangladesh,BGD,1994,0,0,0.847,0
Bangladesh,BGD,1995,0,0,0.37200000000000005,0
Bangladesh,BGD,1996,0,0,0.7390000000000001,0
Bangladesh,BGD,1997,0,0,0.7190000000000001,0
Bangladesh,BGD,1998,0,0,0.865,0
Bangladesh,BGD,1999,0,0,0.833,0
Bangladesh,BGD,2000,0,0,0.7490000000000001,0
Bangladesh,BGD,2001,0,0,0.993,0
Bangladesh,BGD,2002,0.0001,0,0.7490000000000001,0
Bangladesh,BGD,2003,0.0009,0,0.7490000000000001,0
Bangladesh,BGD,2004,0.0019,0,0.7490000000000001,0
Bangladesh,BGD,2005,0.0034,0,0.7490000000000001,0
Bangladesh,BGD,2006,0.0054,0.0016,0.7490000000000001,0
Bangladesh,BGD,2007,0.009000000000000001,0.0016,0.7490000000000001,0
Bangladesh,BGD,2008,0.0152,0.0029,0.95,0
Bangladesh,BGD,2009,0.0251,0.0051,0.41700000000000004,0.001
Bangladesh,BGD,2010,0.0443,0.0051,0.7290000000000001,0.002
Bangladesh,BGD,2011,0.0584,0.0051,0.872,0.003
Bangladesh,BGD,2012,0.0909,0.0051,0.777,0.004
Bangladesh,BGD,2013,0.129563,0.0050810000000000004,0.7283787279999999,0.004993
Bangladesh,BGD,2014,0.166947,0.0050810000000000004,0.5664534379999999,0.0060149999999999995
Bangladesh,BGD,2015,0.198389,0.0050810000000000004,0.898146455,0.0070810000000000005
Bangladesh,BGD,2016,0.212637,0.0050810000000000004,0.884632595,0.007737999999999999
Bangladesh,BGD,2017,0.274312,0.0050810000000000004,1.029528088,0.007737999999999999
Bangladesh,BGD,2018,0.297811616169918,0.0050810000000000004,0.865411112,0.007737999999999999
Bangladesh,BGD,2019,0.42063764130293707,0.0050810000000000004,0.8230911890000001,0.007737999999999999
Belarus,BLR,1985,0,0,0.02,0
Belarus,BLR,1986,0,0,0.02,0
Belarus,BLR,1987,0,0,0.02,0
Belarus,BLR,1988,0,0,0.02,0
Belarus,BLR,1989,0,0,0.02,0
Belarus,BLR,1990,0,0,0.02,0
Belarus,BLR,1991,0,0,0.018000000000000002,0
Belarus,BLR,1992,0,0,0.017,0
Belarus,BLR,1993,0,0,0.019,0
Belarus,BLR,1994,0,0,0.019,0
Belarus,BLR,1995,0,0,0.02,0
Belarus,BLR,1996,0,0,0.016,0
Belarus,BLR,1997,0,0,0.021,0
Belarus,BLR,1998,0,0,0.027999999999999997,0
Belarus,BLR,1999,0,0,0.019,0
Belarus,BLR,2000,0,0,0.027000000000000003,0
Belarus,BLR,2001,0,0,0.03,0
Belarus,BLR,2002,0,0,0.028999999999999998,0
Belarus,BLR,2003,0,0,0.027999999999999997,0
Belarus,BLR,2004,0,0.0010101010101010099,0.033,0
Belarus,BLR,2005,0,0.001,0.036000000000000004,0
Belarus,BLR,2006,0,0.001,0.035,0.002
Belarus,BLR,2007,0,0.001,0.035,0.013999999999999999
Belarus,BLR,2008,0,0.001,0.039,0.033
Belarus,BLR,2009,0,0.001,0.045,0.06
Belarus,BLR,2010,0,0.001,0.045,0.084
Belarus,BLR,2011,0,0.004,0.042,0.095
Belarus,BLR,2012,0,0.006,0.07200000000000001,0.095
Belarus,BLR,2013,0.0004,0.008,0.138,0.08199999999999999
Belarus,BLR,2014,0.002,0.009000000000000001,0.121,0.079
Belarus,BLR,2015,0.009000000000000001,0.039,0.111,0.094
Belarus,BLR,2016,0.026000000000000002,0.073,0.142,0.094
Belarus,BLR,2017,0.08900000000000001,0.09699999999999999,0.405,0.106
Belarus,BLR,2018,0.11800000000000001,0.099,0.324,0.109
Belarus,BLR,2019,0.11975891122780699,0.106344213835895,0.324,0.113912675883621
Belgium,BEL,1965,0,0,0.272,0
Belgium,BEL,1966,0,0,0.299,0
Belgium,BEL,1967,0,0,0.23800000000000002,0
Belgium,BEL,1968,0,0,0.244,0
Belgium,BEL,1969,0,0,0.23,0
Belgium,BEL,1970,0,0,0.24600000000000002,0
